Game,Genre,Earnings,Players,Tournaments,TotalPlayers,TotalTournaments
League of Legends: Wild Rift,Multiplayer Online Battle Arena,0.049834518032083976,0.08260616637579989,0.005847953216374269,0.08775811209439528,0.014632799558255109
Arena of Valor,Multiplayer Online Battle Arena,0.04369715884668717,0.05700988947062245,0.005847953216374269,0.12205014749262538,0.021397018221976812
FIFA 22,Sports,0.04294030481581259,0.11867364746945898,0.03508771929824561,0.022984267453294002,0.00883489784649365
Counter-Strike: Global Offensive,First-Person Shooter,0.04049557219726072,0.5223967422920303,0.23976608187134502,1.0,0.9504417448923248
Overwatch 2,First-Person Shooter,0.027405006532847814,0.09191390343222804,0.011695906432748537,0.057952310717797446,0.012009939260077308
VALORANT,First-Person Shooter,0.02314582929012947,0.31413612565445026,0.12280701754385964,0.3989060963618486,0.15640530093870791
Call of Duty: Vanguard,First-Person Shooter,0.013204230420372129,0.02094240837696335,0.017543859649122806,0.016039823008849558,0.012424075096631697
PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,Battle Royale,0.009433286573266888,0.12100058173356602,0.017543859649122806,0.23604965585054083,0.03906681391496411
World of WarCraft,Role-Playing Game,0.009068565798142367,0.01687027341477603,0.011695906432748537,0.02992871189773845,0.027747101049144123
Rainbow Six Siege,First-Person Shooter,0.008528716318406758,0.18731820826061663,0.05263157894736842,0.18024827925270404,0.0748205411374931
StarCraft II,Strategy,0.007013314876390294,0.04886561954624782,0.15789473684210525,0.13600049164208458,1.0
